building_size_m2,land_size_m2,floors,bedrooms,bathrooms,building_age,price_in_rupiah(juta)
45.0,101.0,1.0,3.0,2.0,,800.0
48.0,84.0,1.0,2.0,1.0,,840.0
60.0,105.0,1.0,2.0,1.0,,945.0
50.0,86.0,1.0,2.0,1.0,,1020.0
84.0,84.0,2.0,3.0,2.0,,1080.0
40.0,88.0,1.0,2.0,1.0,,699.0
45.0,105.0,1.0,2.0,1.0,,810.0
150.0,105.0,2.0,3.0,2.0,,1380.0
40.0,88.0,1.0,2.0,1.0,,699.0
104.0,164.0,2.0,3.0,3.0,,1500.0
84.0,84.0,2.0,3.0,2.0,,1080.0
45.0,105.0,1.0,2.0,1.0,,810.0
84.0,84.0,2.0,3.0,2.0,,1080.0
68.0,98.0,1.0,3.0,1.0,,780.0
71.0,96.0,1.0,2.0,1.0,,800.0
180.0,90.0,2.0,3.0,4.0,,840.0
40.0,88.0,1.0,2.0,1.0,,699.0
53.0,88.0,1.0,2.0,1.0,,650.0
76.0,84.0,2.0,3.0,2.0,,1140.0
76.0,84.0,2.0,3.0,2.0,,1140.0
150.0,105.0,2.0,3.0,2.0,,1380.0
84.0,84.0,2.0,3.0,2.0,,1080.0
76.0,84.0,2.0,3.0,2.0,,1140.0
76.0,84.0,2.0,3.0,2.0,,1140.0
150.0,105.0,2.0,3.0,2.0,,1380.0
180.0,104.0,3.0,5.0,2.0,,1620.0
45.0,105.0,1.0,2.0,1.0,,810.0
45.0,82.0,1.0,2.0,1.0,0.0,695.0
72.0,72.0,1.0,2.0,1.0,0.0,450.0
177.0,131.0,2.0,3.0,1.0,6.0,850.0
36.0,78.0,1.0,2.0,1.0,0.0,655.0
36.0,68.0,1.0,2.0,1.0,0.0,545.0
300.0,144.0,2.0,4.0,4.0,4.0,2000.0
36.0,68.0,1.0,2.0,1.0,0.0,649.0
270.0,530.0,1.0,3.0,4.0,4.0,2900.0
36.0,74.0,1.0,2.0,1.0,0.0,688.0
96.0,94.0,1.0,3.0,2.0,,1350.0
48.0,80.0,1.0,2.0,1.0,0.0,400.0
36.0,72.0,1.0,2.0,1.0,0.0,200.0
55.0,88.0,1.0,3.0,2.0,1.0,575.0
400.0,200.0,2.0,4.0,3.0,4.0,1500.0
36.0,76.0,1.0,2.0,1.0,0.0,644.0
54.0,60.0,2.0,3.0,2.0,0.0,500.0
54.0,70.0,2.0,3.0,2.0,0.0,600.0
40.0,61.0,1.0,2.0,1.0,10.0,400.0
40.0,61.0,1.0,2.0,1.0,10.0,400.0
40.0,64.0,1.0,2.0,1.0,0.0,560.0
54.0,70.0,2.0,3.0,2.0,0.0,600.0
36.0,78.0,1.0,2.0,1.0,0.0,655.0
54.0,60.0,2.0,3.0,2.0,0.0,500.0
54.0,70.0,2.0,3.0,2.0,0.0,600.0
90.0,72.0,2.0,3.0,2.0,0.0,999.0
90.0,105.0,1.0,3.0,2.0,4.0,750.0
36.0,50.0,1.0,2.0,1.0,0.0,185.0
54.0,60.0,2.0,3.0,2.0,0.0,500.0
45.0,72.0,1.0,2.0,1.0,0.0,590.0
45.0,72.0,1.0,2.0,1.0,1.0,599.0
42.0,72.0,1.0,2.0,1.0,0.0,514.0
48.0,84.0,1.0,2.0,1.0,1.0,624.0
48.0,84.0,1.0,2.0,1.0,1.0,624.0
41.0,69.0,1.0,2.0,1.0,1.0,494.0
45.0,72.0,1.0,2.0,1.0,0.0,594.0
41.0,63.0,1.0,2.0,1.0,1.0,499.0
41.0,63.0,1.0,2.0,1.0,1.0,499.0
45.0,72.0,1.0,2.0,1.0,1.0,599.0
45.0,72.0,1.0,2.0,1.0,1.0,599.0
84.0,84.0,2.0,3.0,2.0,,1100.0
36.0,77.0,1.0,2.0,1.0,0.0,600.0
40.0,147.0,1.0,2.0,1.0,,470.0
40.0,147.0,1.0,2.0,1.0,,470.0
55.0,105.0,1.0,2.0,1.0,,780.0
80.0,82.0,1.0,,,1.0,752.0
80.0,90.0,2.0,3.0,3.0,0.0,700.0
33.0,66.0,1.0,2.0,1.0,,650.0
90.0,135.0,2.0,4.0,3.0,7.0,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
277.0,377.0,1.0,3.0,2.0,,4000.0
369.0,746.0,2.0,4.0,4.0,13.0,5000.0
700.0,1720.0,2.0,4.0,3.0,13.0,7500.0
60.0,77.0,2.0,3.0,2.0,0.0,770.0
1200.0,983.0,2.0,5.0,4.0,10.0,5200.0
150.0,144.0,2.0,3.0,3.0,,1500.0
200.0,153.0,2.0,4.0,3.0,,2400.0
33.0,66.0,1.0,2.0,1.0,,650.0
33.0,66.0,1.0,2.0,1.0,,650.0
33.0,66.0,1.0,2.0,1.0,,650.0
110.0,90.0,2.0,3.0,2.0,,1440.0
110.0,112.0,2.0,2.0,3.0,0.0,1890.0
136.0,144.0,2.0,2.0,3.0,0.0,2380.0
155.0,120.0,2.0,6.0,3.0,,1980.0
450.0,940.0,2.0,7.0,5.0,,7000.0
120.0,180.0,2.0,4.0,3.0,,2040.0
155.0,120.0,2.0,6.0,3.0,,1980.0
150.0,198.0,2.0,4.0,2.0,,1440.0
155.0,120.0,2.0,6.0,3.0,,1980.0
150.0,198.0,2.0,4.0,2.0,,1440.0
150.0,198.0,2.0,4.0,2.0,,1440.0
155.0,120.0,2.0,6.0,3.0,,1980.0
150.0,198.0,2.0,4.0,2.0,,1440.0
230.0,198.0,2.0,5.0,2.0,,2000.0
60.0,60.0,2.0,3.0,1.0,0.0,587.0
50.0,78.0,1.0,2.0,1.0,7.0,500.0
96.0,94.0,1.0,3.0,2.0,,1350.0
90.0,36.0,1.0,2.0,1.0,0.0,630.0
350.0,808.0,1.0,4.0,2.0,,5000.0
36.0,72.0,1.0,2.0,1.0,4.0,633.0
307.0,216.0,2.0,4.0,4.0,,4320.0
249.0,180.0,2.0,4.0,3.0,,3550.0
70.0,82.0,2.0,4.0,2.0,0.0,569.0
49.0,60.0,2.0,2.0,2.0,0.0,467.0
70.0,82.0,2.0,4.0,2.0,0.0,570.0
200.0,153.0,2.0,4.0,3.0,,2400.0
200.0,153.0,2.0,4.0,3.0,,2400.0
200.0,153.0,2.0,4.0,3.0,,2400.0
200.0,153.0,2.0,4.0,3.0,,2400.0
250.0,270.0,2.0,5.0,4.0,17.0,2500.0
120.0,180.0,2.0,4.0,3.0,,2040.0
200.0,128.0,2.0,3.0,3.0,,2040.0
200.0,128.0,2.0,3.0,3.0,,2040.0
200.0,128.0,2.0,3.0,3.0,,2040.0
200.0,128.0,2.0,3.0,3.0,,2040.0
155.0,84.0,2.0,3.0,2.0,20.0,1100.0
180.0,126.0,2.0,4.0,3.0,,1440.0
180.0,126.0,2.0,4.0,3.0,,1440.0
150.0,198.0,2.0,4.0,2.0,,1440.0
85.0,116.0,1.0,3.0,2.0,,780.0
155.0,120.0,2.0,6.0,3.0,,1980.0
180.0,126.0,2.0,4.0,3.0,,1440.0
300.0,309.0,2.0,7.0,6.0,,1000.0
96.0,94.0,1.0,3.0,2.0,,1350.0
54.0,64.0,2.0,3.0,2.0,0.0,530.0
80.0,90.0,2.0,3.0,3.0,,784.0
450.0,366.0,1.0,4.0,4.0,,4500.0
430.0,502.0,2.0,4.0,3.0,,12500.0
350.0,625.0,2.0,4.0,4.0,13.0,3600.0
55.0,60.0,2.0,2.0,2.0,4.0,890.0
45.0,90.0,1.0,2.0,1.0,,810.0
70.0,84.0,1.0,2.0,1.0,,630.0
160.0,165.0,2.0,3.0,3.0,,2550.0
90.0,109.0,1.0,3.0,2.0,13.0,468.0
96.0,94.0,1.0,3.0,2.0,,1350.0
72.0,69.0,1.0,2.0,1.0,0.0,570.0
300.0,230.0,2.0,4.0,2.0,,3800.0
300.0,230.0,2.0,4.0,2.0,,3800.0
200.0,215.0,2.0,3.0,2.0,,3000.0
160.0,120.0,2.0,3.0,3.0,2.0,2000.0
150.0,200.0,2.0,2.0,2.0,22.0,2400.0
50.0,120.0,1.0,2.0,1.0,,388.0
237.0,180.0,3.0,4.0,3.0,0.0,4600.0
30.0,60.0,1.0,2.0,1.0,0.0,546.0
155.0,168.0,1.0,5.0,2.0,3.0,1000.0
110.0,186.0,2.0,3.0,2.0,,1680.0
160.0,165.0,2.0,3.0,3.0,,2550.0
160.0,165.0,2.0,3.0,3.0,,2550.0
90.0,200.0,1.0,3.0,2.0,,1680.0
110.0,186.0,2.0,3.0,2.0,,1680.0
160.0,165.0,2.0,3.0,3.0,,2550.0
110.0,186.0,2.0,3.0,2.0,,1680.0
160.0,165.0,2.0,3.0,3.0,,2550.0
90.0,200.0,1.0,3.0,2.0,,1680.0
110.0,186.0,2.0,3.0,2.0,,1680.0
110.0,186.0,2.0,3.0,2.0,,1680.0
90.0,200.0,1.0,3.0,2.0,,1680.0
96.0,94.0,1.0,3.0,2.0,,1350.0
100.0,120.0,2.0,4.0,3.0,,1400.0
276.0,1000.0,1.0,4.0,4.0,,13000.0
120.0,180.0,2.0,4.0,3.0,,2040.0
36.0,60.0,1.0,2.0,1.0,0.0,275.0
36.0,60.0,1.0,2.0,1.0,0.0,275.0
90.0,200.0,1.0,3.0,2.0,,1680.0
525.0,330.0,2.0,4.0,4.0,,5000.0
99.0,128.0,2.0,3.0,2.0,,1500.0
90.0,120.0,2.0,3.0,2.0,,1450.0
240.0,200.0,2.0,3.0,2.0,,2650.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
350.0,300.0,2.0,4.0,3.0,,3500.0
110.0,105.0,2.0,3.0,2.0,,1250.0
170.0,144.0,2.0,4.0,3.0,,1600.0
140.0,105.0,2.0,3.0,2.0,,1450.0
600.0,577.0,2.0,5.0,4.0,,10000.0
300.0,220.0,2.0,5.0,3.0,,3800.0
300.0,220.0,2.0,5.0,3.0,,3800.0
400.0,375.0,2.0,4.0,3.0,,3500.0
140.0,105.0,2.0,3.0,2.0,22.0,1450.0
70.0,105.0,1.0,2.0,1.0,,1030.0
120.0,105.0,2.0,3.0,2.0,,1200.0
200.0,200.0,1.0,4.0,4.0,,2950.0
232.0,160.0,2.0,4.0,3.0,,2650.0
220.0,144.0,2.0,4.0,2.0,22.0,1700.0
220.0,144.0,2.0,4.0,2.0,22.0,1700.0
120.0,105.0,2.0,3.0,3.0,22.0,1200.0
45.0,90.0,1.0,2.0,1.0,0.0,700.0
45.0,90.0,1.0,2.0,1.0,0.0,699.0
237.0,180.0,3.0,4.0,4.0,1.0,4100.0
381.0,300.0,3.0,4.0,4.0,0.0,7600.0
381.0,315.0,3.0,4.0,4.0,0.0,8300.000000000002
333.0,240.0,3.0,4.0,4.0,0.0,6300.0
45.0,105.0,1.0,2.0,1.0,12.0,1150.0
237.0,180.0,3.0,4.0,3.0,0.0,4600.0
81.0,81.0,1.0,3.0,1.0,,900.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
90.0,70.0,2.0,3.0,2.0,0.0,900.0
180.0,126.0,2.0,4.0,3.0,,1440.0
180.0,126.0,2.0,4.0,3.0,,1440.0
60.0,78.0,2.0,3.0,2.0,0.0,755.0
60.0,85.0,2.0,3.0,2.0,0.0,785.0
60.0,64.0,2.0,3.0,2.0,0.0,685.0
75.0,112.0,1.0,3.0,2.0,8.0,830.0
75.0,112.0,1.0,3.0,2.0,8.0,830.0
36.0,84.0,1.0,2.0,1.0,,725.0
180.0,104.0,3.0,5.0,2.0,,1620.0
36.0,72.0,1.0,2.0,1.0,0.0,400.0
40.0,50.0,1.0,2.0,1.0,0.0,280.0
50.0,96.0,1.0,2.0,1.0,0.0,495.0
55.0,105.0,1.0,2.0,1.0,,780.0
55.0,105.0,1.0,2.0,1.0,,780.0
370.0,350.0,2.0,4.0,4.0,,2600.0
100.0,154.0,1.0,3.0,1.0,12.0,1650.0
96.0,94.0,1.0,3.0,2.0,,1350.0
140.0,148.0,2.0,3.0,2.0,,975.0
140.0,148.0,2.0,3.0,2.0,,975.0
84.0,75.0,2.0,2.0,2.0,0.0,992.0
120.0,180.0,2.0,4.0,3.0,,2040.0
120.0,180.0,2.0,4.0,3.0,,2040.0
67.0,210.0,1.0,2.0,2.0,3.0,1000.0
303.0,347.0,2.0,3.0,3.0,7.0,2650.0
278.0,508.0,2.0,4.0,4.0,,3900.0
200.0,128.0,2.0,3.0,3.0,,2040.0
61.0,60.0,2.0,2.0,2.0,2.0,798.0
40.0,60.0,2.0,2.0,2.0,0.0,590.0
48.0,72.0,1.0,3.0,1.0,0.0,749.0
39.0,72.0,1.0,2.0,1.0,0.0,674.0
27.0,60.0,1.0,2.0,1.0,0.0,516.0
27.0,60.0,1.0,2.0,1.0,0.0,516.0
60.0,64.0,2.0,3.0,2.0,0.0,655.0
61.0,60.0,2.0,2.0,2.0,0.0,782.0
60.0,27.0,1.0,2.0,1.0,0.0,460.0
61.0,60.0,1.0,2.0,2.0,,800.0
36.0,72.0,1.0,2.0,1.0,,475.0
36.0,72.0,1.0,2.0,1.0,4.0,450.0
90.0,120.0,1.0,2.0,2.0,2.0,400.0
40.0,147.0,1.0,2.0,1.0,,470.0
40.0,147.0,1.0,2.0,1.0,,470.0
24.0,66.0,1.0,1.0,1.0,0.0,168.0
40.0,60.0,1.0,2.0,1.0,0.0,400.0
40.0,60.0,1.0,2.0,1.0,0.0,400.0
48.0,60.0,1.0,2.0,2.0,0.0,500.0
96.0,94.0,2.0,3.0,2.0,1.0,1350.0
36.0,90.0,1.0,2.0,1.0,1.0,619.0
36.0,70.0,1.0,2.0,1.0,0.0,551.0
36.0,70.0,1.0,2.0,1.0,0.0,551.0
36.0,70.0,1.0,2.0,1.0,0.0,551.0
56.0,105.0,1.0,2.0,,1.0,875.0
48.0,125.0,1.0,2.0,1.0,2.0,908.0
45.0,84.0,1.0,2.0,1.0,0.0,651.0
45.0,84.0,1.0,2.0,1.0,0.0,651.0
45.0,84.0,1.0,2.0,1.0,0.0,651.0
45.0,84.0,1.0,2.0,1.0,0.0,651.0
45.0,84.0,1.0,2.0,1.0,0.0,651.0
95.0,84.0,1.0,3.0,3.0,2.0,1070.0
36.0,70.0,1.0,2.0,1.0,0.0,535.0
36.0,70.0,1.0,2.0,1.0,0.0,535.0
36.0,70.0,1.0,2.0,1.0,0.0,535.0
36.0,70.0,1.0,2.0,1.0,0.0,551.0
36.0,70.0,1.0,2.0,1.0,0.0,551.0
36.0,70.0,1.0,2.0,1.0,0.0,551.0
40.0,84.0,1.0,2.0,1.0,0.0,661.0
95.0,84.0,1.0,3.0,3.0,0.0,1160.0
48.0,125.0,1.0,2.0,1.0,2.0,921.0
36.0,72.0,1.0,2.0,1.0,0.0,500.0
51.0,90.0,1.0,2.0,1.0,12.0,650.0
36.0,70.0,1.0,2.0,1.0,0.0,551.0
48.0,125.0,1.0,2.0,1.0,0.0,980.0
60.0,64.0,2.0,3.0,2.0,0.0,655.0
42.0,60.0,1.0,2.0,1.0,0.0,800.0
74.0,165.0,2.0,3.0,2.0,0.0,1200.0
62.0,68.0,2.0,3.0,2.0,0.0,700.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
60.0,64.0,2.0,3.0,2.0,0.0,685.0
22.0,60.0,1.0,2.0,1.0,0.0,514.0
70.0,72.0,2.0,3.0,2.0,0.0,798.0
30.0,60.0,1.0,2.0,1.0,3.0,75.0
36.0,65.0,1.0,2.0,1.0,0.0,455.0
72.0,60.0,2.0,2.0,2.0,3.0,931.0
36.0,60.0,1.0,2.0,1.0,0.0,410.0
90.0,70.0,2.0,3.0,2.0,0.0,900.0
40.0,61.0,1.0,2.0,1.0,0.0,440.0
40.0,147.0,1.0,2.0,1.0,,470.0
40.0,147.0,1.0,2.0,1.0,,470.0
40.0,60.0,1.0,2.0,1.0,0.0,466.0
40.0,60.0,1.0,2.0,1.0,0.0,400.0
40.0,60.0,1.0,2.0,1.0,0.0,400.0
60.0,70.0,2.0,3.0,2.0,0.0,800.0
60.0,70.0,2.0,3.0,2.0,0.0,750.0
36.0,72.0,1.0,2.0,1.0,7.0,450.0
45.0,72.0,1.0,2.0,1.0,4.0,390.0
36.0,72.0,1.0,2.0,1.0,0.0,400.0
60.0,72.0,1.0,2.0,1.0,3.0,330.0
60.0,72.0,1.0,2.0,1.0,3.0,300.0
36.0,67.0,1.0,2.0,1.0,3.0,265.0
41.0,66.0,2.0,3.0,2.0,,499.0
36.0,60.0,1.0,2.0,1.0,0.0,225.0
450.0,180.0,3.0,5.0,5.0,,2700.0
45.0,72.0,1.0,3.0,1.0,12.0,300.0
40.0,147.0,1.0,2.0,1.0,,470.0
40.0,147.0,1.0,2.0,1.0,,470.0
400.0,1068.0,2.0,3.0,2.0,,8500.0
154.0,238.0,2.0,3.0,3.0,4.0,2500.0
220.0,924.0,2.0,3.0,3.0,,7400.0
220.0,600.0,2.0,3.0,2.0,9.0,5400.0
220.0,600.0,2.0,3.0,3.0,,5400.0
200.0,250.0,1.0,6.0,2.0,22.0,2000.0
36.0,72.0,1.0,2.0,1.0,0.0,395.0
100.0,928.0,1.0,4.0,2.0,,2250.0
70.0,100.0,1.0,4.0,2.0,3.0,260.0
96.0,94.0,1.0,3.0,2.0,,1350.0
1000.0,8000.0,2.0,4.0,5.0,,13900.0
350.0,500.0,1.0,37.0,15.0,,2700.0
176.0,394.0,2.0,3.0,2.0,12.0,4400.0
90.0,170.0,2.0,3.0,2.0,,1550.0
80.0,105.0,1.0,2.0,1.0,8.0,875.0
171.0,563.0,1.0,6.0,3.0,9.0,4800.0
149.0,195.0,1.0,3.0,2.0,27.0,1370.0
149.0,195.0,2.0,3.0,3.0,,1370.0
168.0,136.0,2.0,3.0,2.0,10.0,1500.0
170.0,198.0,2.0,4.0,3.0,,2200.0
250.0,240.0,1.0,4.0,3.0,,2300.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
180.0,180.0,2.0,4.0,4.0,,2900.0
228.0,240.0,1.0,4.0,4.0,,2500.0
88.0,160.0,1.0,3.0,2.0,0.0,1330.0
347.0,465.0,2.0,5.0,3.0,,7900.0
275.0,214.0,2.0,3.0,2.0,12.0,1250.0
80.0,90.0,1.0,2.0,1.0,5.0,575.0
40.0,86.0,1.0,2.0,1.0,0.0,476.0
96.0,94.0,1.0,3.0,2.0,,1350.0
45.0,85.0,1.0,2.0,1.0,0.0,540.0
36.0,72.0,1.0,2.0,1.0,1.0,360.0
32.0,60.0,1.0,2.0,1.0,0.0,451.0
36.0,60.0,1.0,2.0,1.0,0.0,443.0
36.0,60.0,1.0,2.0,1.0,0.0,439.0
36.0,60.0,1.0,2.0,1.0,0.0,425.0
36.0,60.0,1.0,2.0,1.0,0.0,415.0
36.0,60.0,1.0,2.0,1.0,0.0,409.0
42.0,84.0,1.0,2.0,1.0,2.0,300.0
40.0,147.0,1.0,2.0,1.0,,470.0
40.0,147.0,1.0,2.0,1.0,,470.0
84.0,42.0,1.0,2.0,1.0,2.0,599.0
36.0,50.0,1.0,2.0,1.0,,200.0
144.0,1337.0,1.0,4.0,3.0,,3800.0
1233.0,7400.0,2.0,5.0,7.0,,45000.0
90.0,60.0,3.0,3.0,2.0,2.0,650.0
250.0,487.0,2.0,4.0,2.0,,1800.0
500.0,4640.0,1.0,4.0,4.0,,6000.0
500.0,2500.0,1.0,16.0,16.0,,5000.0
500.0,4600.0,3.0,4.0,3.0,,7000.0
1000.0,1500.0,1.0,3.0,3.0,,2500.0
100.0,150.0,1.0,4.0,2.0,,900.0
150.0,1000.0,2.0,3.0,2.0,17.0,1500.0
96.0,94.0,1.0,3.0,2.0,,1350.0
500.0,3033.0,1.0,16.0,8.0,22.0,5000.0
170.0,363.0,1.0,3.0,3.0,7.0,4200.0
222.0,531.0,1.0,3.0,3.0,7.0,4850.0
96.0,94.0,2.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
36.0,60.0,1.0,2.0,1.0,0.0,285.0
36.0,60.0,1.0,2.0,1.0,0.0,285.0
300.0,5025.0,1.0,4.0,2.0,152.0,50000.0
96.0,94.0,1.0,3.0,2.0,,1350.0
32.0,60.0,1.0,2.0,1.0,0.0,459.0
96.0,94.0,1.0,3.0,2.0,,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
102.0,102.0,1.0,2.0,1.0,9.0,600.0
186.0,202.0,2.0,3.0,3.0,2.0,2600.0
800.0,5930.0,2.0,13.0,8.0,,45000.0
96.0,94.0,1.0,3.0,2.0,,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
60.0,90.0,1.0,2.0,1.0,3.0,835.0
96.0,94.0,1.0,3.0,2.0,,1350.0
71.0,92.0,2.0,3.0,2.0,0.0,879.0
96.0,94.0,1.0,3.0,2.0,,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
96.0,94.0,1.0,3.0,2.0,,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
624.0,5360.0,2.0,8.0,9.0,,35000.0
90.0,109.0,1.0,3.0,2.0,6.0,900.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
100.0,150.0,2.0,4.0,2.0,0.0,1500.0
63.0,60.0,2.0,3.0,2.0,,628.0
45.0,90.0,1.0,2.0,1.0,,595.0
255.0,266.0,1.0,3.0,2.0,52.0,1900.0
60.0,64.0,2.0,3.0,2.0,0.0,685.0
45.0,66.0,1.0,2.0,1.0,,285.0
40.0,60.0,1.0,2.0,1.0,0.0,400.0
60.0,70.0,2.0,3.0,2.0,0.0,800.0
50.0,72.0,1.0,2.0,1.0,,300.0
110.0,170.0,1.0,3.0,2.0,,850.0
100.0,170.0,1.0,2.0,1.0,,1200.0
100.0,132.0,1.0,3.0,2.0,,550.0
65.0,72.0,1.0,3.0,2.0,0.0,355.0
100.0,72.0,1.0,3.0,2.0,0.0,430.0
56.0,84.0,1.0,2.0,1.0,,245.0
60.0,72.0,1.0,2.0,1.0,,245.0
45.0,160.0,1.0,2.0,1.0,,950.0
60.0,72.0,1.0,2.0,1.0,,250.0
60.0,72.0,1.0,2.0,1.0,,250.0
30.0,120.0,1.0,2.0,1.0,,295.0
36.0,72.0,1.0,2.0,1.0,,235.0
55.0,90.0,1.0,2.0,1.0,0.0,350.0
55.0,90.0,1.0,2.0,1.0,0.0,350.0
55.0,90.0,1.0,2.0,1.0,0.0,350.0
36.0,90.0,1.0,2.0,1.0,,225.0
36.0,90.0,1.0,2.0,1.0,,280.0
70.0,144.0,1.0,2.0,2.0,,650.0
38.0,120.0,1.0,2.0,1.0,,549.0
36.0,90.0,1.0,2.0,1.0,,434.0
70.0,84.0,1.0,2.0,2.0,2.0,750.0
36.0,72.0,1.0,2.0,1.0,3.0,450.0
103.0,155.0,2.0,3.0,3.0,,1100.0
300.0,162.0,2.0,4.0,4.0,,3000.0
170.0,162.0,2.0,3.0,3.0,,1800.0
150.0,351.0,2.0,4.0,3.0,,3300.0
95.0,115.0,1.0,2.0,1.0,,1050.0
69.0,72.0,2.0,3.0,2.0,0.0,775.0
69.0,110.0,2.0,3.0,2.0,0.0,919.0
69.0,108.0,1.0,3.0,2.0,0.0,908.0
69.0,72.0,2.0,3.0,2.0,0.0,775.0
42.0,78.0,1.0,2.0,1.0,0.0,440.0
133.0,112.0,2.0,4.0,3.0,0.0,1020.0
112.0,91.0,2.0,4.0,2.0,0.0,805.0
2000.0,4000.0,1.0,4.0,4.0,,1000.0
500.0,1750.0,1.0,3.0,3.0,,2600.0
350.0,200.0,2.0,3.0,3.0,7.0,500.0
1000.0,4704.0,1.0,4.0,3.0,,7500.0
350.0,198.0,2.0,4.0,3.0,,2500.0
100.0,178.0,1.0,4.0,2.0,17.0,820.0
161.0,110.0,2.0,3.0,3.0,1.0,389.0
350.0,636.0,2.0,4.0,4.0,22.0,4000.0
72.0,72.0,1.0,2.0,1.0,5.0,85.0
36.0,72.0,1.0,2.0,1.0,0.0,338.0
350.0,4445.0,2.0,5.0,4.0,13.0,3500.0
32.0,72.0,1.0,2.0,1.0,10.0,550.0
70.0,74.0,2.0,3.0,2.0,0.0,799.0
70.0,72.0,2.0,3.0,2.0,0.0,811.0
45.0,80.0,1.0,2.0,1.0,,660.0
100.0,120.0,2.0,3.0,3.0,,1200.0
40.0,60.0,1.0,2.0,1.0,0.0,330.0
100.0,120.0,2.0,3.0,3.0,,1200.0
45.0,80.0,1.0,2.0,1.0,,660.0
200.0,180.0,2.0,3.0,4.0,,2280.0
85.0,72.0,2.0,3.0,2.0,0.0,790.0
50.0,75.0,2.0,2.0,1.0,0.0,690.0
90.0,83.0,2.0,3.0,2.0,1.0,1030.0
45.0,80.0,1.0,2.0,1.0,,660.0
50.0,73.0,1.0,2.0,1.0,,495.0
85.0,54.0,2.0,3.0,3.0,0.0,885.0
75.0,91.0,1.0,3.0,2.0,0.0,775.0
72.0,60.0,1.0,2.0,1.0,0.0,900.0
45.0,75.0,1.0,2.0,1.0,1.0,650.0
74.0,70.0,2.0,3.0,2.0,0.0,799.0
80.0,72.0,2.0,3.0,2.0,0.0,930.0
90.0,68.0,2.0,3.0,3.0,0.0,895.0
70.0,91.0,1.0,3.0,2.0,0.0,775.0
42.0,68.0,1.0,2.0,1.0,0.0,725.0
72.0,70.0,2.0,3.0,2.0,0.0,800.0
110.0,70.0,2.0,3.0,3.0,0.0,1150.0
40.0,66.0,1.0,2.0,1.0,0.0,494.0
100.0,88.0,2.0,3.0,3.0,0.0,940.0
356.0,180.0,2.0,4.0,3.0,,1200.0
47.0,55.0,2.0,3.0,2.0,0.0,560.0
40.0,60.0,1.0,2.0,1.0,0.0,350.0
55.0,75.0,1.0,2.0,1.0,0.0,625.0
60.0,103.0,1.0,3.0,2.0,0.0,750.0
50.0,70.0,1.0,2.0,1.0,0.0,675.0
45.0,68.0,1.0,2.0,1.0,0.0,400.0
75.0,89.0,1.0,3.0,2.0,0.0,895.0
120.0,85.0,2.0,4.0,3.0,0.0,930.0
80.0,50.0,2.0,3.0,3.0,0.0,865.0
100.0,72.0,2.0,3.0,3.0,0.0,1120.0
100.0,70.0,2.0,3.0,2.0,0.0,1150.0
92.0,65.0,2.0,3.0,3.0,0.0,1270.0
84.0,100.0,2.0,3.0,2.0,0.0,1000.0
36.0,60.0,1.0,2.0,1.0,0.0,220.0
54.0,150.0,1.0,2.0,2.0,0.0,390.0
90.0,84.0,2.0,3.0,3.0,0.0,1580.0
103.0,75.0,3.0,3.0,3.0,0.0,1300.0
74.0,60.0,2.0,3.0,2.0,0.0,945.0
165.0,117.0,2.0,4.0,3.0,1.0,1200.0
85.0,84.0,2.0,3.0,3.0,0.0,1580.0
37.0,63.0,1.0,2.0,1.0,0.0,550.0
150.0,232.0,2.0,4.0,4.0,,2990.0
154.0,83.0,2.0,5.0,2.0,,1050.0
78.0,61.0,2.0,3.0,2.0,0.0,875.0
78.0,98.0,2.0,2.0,3.0,,1200.0
54.0,67.0,2.0,3.0,2.0,0.0,800.0
63.0,62.0,2.0,3.0,2.0,0.0,750.0
180.0,143.0,2.0,4.0,3.0,5.0,1980.0
154.0,83.0,2.0,5.0,2.0,,1050.0
150.0,232.0,2.0,4.0,4.0,,2990.0
40.0,88.0,1.0,2.0,1.0,0.0,595.0
154.0,83.0,2.0,5.0,2.0,,1050.0
40.0,73.0,1.0,2.0,1.0,0.0,535.0
70.0,90.0,2.0,3.0,2.0,0.0,897.0
54.0,60.0,2.0,3.0,2.0,0.0,678.0
