building_size_m2,land_size_m2,floors,bedrooms,bathrooms,building_age,price_in_rupiah(juta)
140.0,110.0,2.0,4.0,4.0,,2640.0
230.0,168.0,3.0,4.0,4.0,0.0,4500.0
140.0,110.0,2.0,4.0,4.0,,2640.0
150.0,95.0,2.0,3.0,3.0,0.0,1950.0
130.0,97.0,2.0,3.0,3.0,0.0,1450.0
240.0,112.0,3.0,4.0,4.0,0.0,3700.0
160.0,125.0,2.0,5.0,5.0,1.0,2000.0
280.0,210.0,3.0,4.0,4.0,1.0,3200.0
150.0,96.0,3.0,3.0,3.0,0.0,1950.0
150.0,96.0,3.0,3.0,3.0,0.0,1950.0
110.0,78.0,2.0,3.0,3.0,,1650.0
140.0,110.0,2.0,4.0,4.0,,2640.0
200.0,5250.0,1.0,4.0,3.0,,63000.0
120.0,77.0,2.0,3.0,3.0,0.0,1250.0
300.0,165.0,3.0,5.0,4.0,0.0,5500.0
240.0,126.0,2.0,5.0,4.0,0.0,2500.0
240.0,139.0,2.0,5.0,5.0,0.0,3700.0
240.0,112.0,3.0,4.0,4.0,0.0,3720.0
210.0,279.0,2.0,3.0,3.0,2.0,4000.0
250.0,150.0,3.0,4.0,4.0,4.0,2400.0
310.0,277.0,2.0,3.0,4.0,5.0,4500.0
310.0,277.0,2.0,3.0,4.0,5.0,4500.0
230.0,92.0,2.0,4.0,4.0,0.0,2900.0
220.0,120.0,2.0,4.0,3.0,0.0,2500.0
130.0,77.0,2.0,4.0,4.0,0.0,1520.0
200.0,135.0,2.0,4.0,3.0,0.0,3500.0
910.0,1450.0,2.0,4.0,3.0,,12000.0
120.0,78.0,2.0,3.0,2.0,,1400.0
260.0,101.0,3.0,4.0,4.0,0.0,3600.0
300.0,202.0,3.0,4.0,4.0,0.0,4950.0
150.0,90.0,2.0,4.0,4.0,0.0,1900.0
160.0,126.0,2.0,4.0,4.0,1.0,1550.0
380.0,163.0,3.0,4.0,4.0,0.0,5500.0
169.0,170.0,2.0,4.0,4.0,,2750.0
165.0,120.0,2.0,3.0,3.0,0.0,2300.0
100.0,63.0,2.0,3.0,3.0,0.0,1450.0
320.0,223.0,3.0,6.0,6.0,0.0,4950.0
480.0,585.0,1.0,6.0,3.0,,16899.999999999996
62.0,60.0,2.0,3.0,2.0,0.0,1300.0
550.0,600.0,2.0,5.0,3.0,26.0,8900.0
132.0,60.0,3.0,3.0,3.0,0.0,1680.0
70.0,60.0,2.0,3.0,2.0,0.0,1290.0
250.0,216.0,2.0,3.0,2.0,,3500.0
132.0,373.0,1.0,5.0,3.0,29.0,6000.0
360.0,264.0,2.0,4.0,4.0,4.0,5750.0
300.0,433.0,1.0,4.0,3.0,9.0,4000.0
400.0,300.0,2.0,5.0,3.0,12.0,4800.0
270.0,128.0,3.0,6.0,6.0,0.0,4000.0
180.0,118.0,2.0,3.0,3.0,0.0,2700.0
500.0,1431.0,2.0,6.0,5.0,7.0,14000.0
74.0,60.0,2.0,3.0,2.0,0.0,949.0
850.0,450.0,3.0,4.0,4.0,12.0,29000.0
400.0,200.0,3.0,4.0,3.0,7.0,7700.0
700.0,400.0,3.0,4.0,3.0,3.0,28000.0
600.0,450.0,3.0,5.0,3.0,,18000.0
1100.0,542.0,1.0,4.0,4.0,7.0,30000.0
839.0,785.0,3.0,6.0,6.0,10.0,25000.0
700.0,270.0,3.0,6.0,5.0,,10000.0
1100.0,377.0,3.0,7.0,7.0,,23000.0
320.0,300.0,2.0,3.0,3.0,,12000.0
98.0,75.0,2.0,3.0,3.0,1.0,2350.0
839.0,785.0,2.0,6.0,5.0,,25000.0
150.0,100.0,2.0,3.0,3.0,,3150.0
160.0,150.0,1.0,3.0,3.0,,5500.0
550.0,360.0,3.0,4.0,4.0,,18000.0
200.0,216.0,2.0,4.0,4.0,,7500.0
100.0,75.0,2.0,3.0,3.0,,2300.0
100.0,90.0,2.0,3.0,3.0,,3000.0
146.0,120.0,2.0,3.0,3.0,1.0,4000.0
182.0,130.0,2.0,4.0,3.0,,5000.0
120.0,100.0,2.0,3.0,3.0,0.0,3150.0
1300.0,640.0,1.0,6.0,6.0,8.0,39000.0
700.0,578.0,3.0,5.0,5.0,,25000.0
500.0,300.0,1.0,5.0,4.0,,25000.0
270.0,270.0,1.0,5.0,5.0,,10000.0
250.0,180.0,3.0,4.0,3.0,12.0,7700.0
300.0,250.0,3.0,4.0,4.0,,12500.0
120.0,100.0,2.0,3.0,3.0,0.0,3150.0
600.0,363.0,2.0,4.0,4.0,,11000.0
150.0,120.0,2.0,3.0,3.0,7.0,4700.0
500.0,300.0,1.0,5.0,4.0,,25000.0
270.0,270.0,1.0,5.0,5.0,,10000.0
160.0,102.0,1.0,3.0,3.0,,4100.0
500.0,300.0,3.0,5.0,5.0,3.0,25000.0
55.0,45.0,2.0,3.0,2.0,,1950.0
200.0,184.0,3.0,4.0,4.0,,8890.0
450.0,230.0,3.0,4.0,3.0,10.0,8900.0
750.0,300.0,3.0,4.0,4.0,,16000.0
700.0,580.0,3.0,4.0,4.0,12.0,25000.0
700.0,580.0,3.0,4.0,4.0,12.0,25000.0
700.0,270.0,4.0,5.0,5.0,,10000.0
450.0,230.0,3.0,3.0,2.0,12.0,11000.0
224.0,180.0,2.0,4.0,4.0,1.0,6750.0
300.0,225.0,3.0,6.0,4.0,4.0,13500.0
120.0,90.0,2.0,3.0,3.0,,3000.0
297.0,200.0,2.0,3.0,3.0,3.0,8300.000000000002
115.0,100.0,2.0,3.0,2.0,1.0,3100.0
54.0,45.0,2.0,2.0,2.0,1.0,1350.0
119.0,90.0,2.0,3.0,3.0,1.0,2900.0
2800.0,1000.0,3.0,5.0,5.0,7.0,85000.0
885.0,325.0,3.0,4.0,4.0,0.0,32000.0
136.0,90.0,1.0,3.0,3.0,0.0,2900.0
320.0,290.0,2.0,4.0,5.0,7.0,12000.0
500.0,390.0,2.0,4.0,4.0,1.0,18800.0
325.0,459.0,2.0,4.0,3.0,,16500.0
900.0,455.0,4.0,5.0,5.0,,20000.0
209.0,150.0,2.0,4.0,4.0,,4900.0
785.0,785.0,2.0,5.0,5.0,,26000.0
528.0,216.0,3.0,3.0,3.0,,12000.0
600.0,325.0,3.0,6.0,4.0,,17500.0
540.0,260.0,3.0,,,,12500.0
98.0,80.0,2.0,3.0,3.0,0.0,2350.0
1000.0,520.0,3.0,4.0,5.0,6.0,29000.0
500.0,290.0,3.0,4.0,3.0,10.0,10900.0
300.0,136.0,3.0,5.0,5.0,4.0,6800.0
120.0,90.0,2.0,3.0,3.0,0.0,3000.0
224.0,180.0,2.0,4.0,4.0,,6750.0
200.0,160.0,3.0,4.0,4.0,,5990.0
400.0,290.0,3.0,4.0,3.0,,10800.0
839.0,785.0,3.0,6.0,5.0,,26000.0
600.0,270.0,3.0,3.0,3.0,,13700.0
300.0,250.0,3.0,3.0,3.0,,13000.0
1000.0,520.0,3.0,4.0,7.0,,29000.0
400.0,250.0,3.0,3.0,3.0,1.0,13000.0
200.0,160.0,2.0,3.0,3.0,,5700.0
300.0,300.0,2.0,4.0,3.0,4.0,12500.0
1100.0,377.0,3.0,7.0,7.0,,23000.0
150.0,120.0,2.0,3.0,2.0,0.0,4300.0
600.0,250.0,,3.0,3.0,,13000.0
500.0,357.0,1.0,4.0,4.0,,10500.0
130.0,120.0,2.0,3.0,3.0,,4000.0
330.0,250.0,2.0,4.0,5.0,1.0,12500.0
200.0,160.0,2.0,3.0,3.0,,5700.0
220.0,160.0,2.0,3.0,3.0,4.0,7000.0
300.0,180.0,3.0,4.0,4.0,,8700.0
700.0,300.0,3.0,4.0,4.0,0.0,25000.0
144.0,144.0,2.0,3.0,,,5200.0
150.0,60.0,3.0,3.0,3.0,,2400.0
360.0,230.0,2.0,4.0,4.0,9.0,10400.0
750.0,300.0,3.0,5.0,7.0,2.0,25000.0
200.0,200.0,3.0,4.0,3.0,0.0,7000.0
120.0,102.0,2.0,3.0,3.0,7.0,4200.0
200.0,120.0,2.0,3.0,2.0,9.0,4750.0
208.0,144.0,2.0,4.0,3.0,,5350.0
300.0,160.0,3.0,4.0,3.0,6.0,6000.0
500.0,260.0,3.0,3.0,4.0,,6900.0
200.0,204.0,2.0,4.0,2.0,0.0,5500.0
140.0,64.0,3.0,3.0,4.0,,1750.0
300.0,379.0,2.0,4.0,3.0,,10500.0
720.0,600.0,2.0,4.0,3.0,,18000.0
200.0,120.0,3.0,4.0,3.0,,3600.0
325.0,200.0,2.0,3.0,3.0,,6000.0
250.0,140.0,2.0,4.0,3.0,,4500.0
150.0,56.0,3.0,3.0,3.0,0.0,1300.0
550.0,360.0,2.0,4.0,4.0,,13800.0
200.0,144.0,2.0,4.0,3.0,,4600.0
200.0,150.0,2.0,6.0,5.0,,3200.0
177.0,117.0,2.0,4.0,3.0,,2600.0
120.0,97.0,2.0,3.0,2.0,,2340.0
120.0,97.0,2.0,3.0,2.0,,2340.0
250.0,160.0,3.0,4.0,3.0,10.0,4200.0
120.0,97.0,2.0,3.0,2.0,,2340.0
185.0,175.0,2.0,2.0,2.0,7.0,6250.0
600.0,1295.0,1.0,9.0,9.0,,40000.0
350.0,195.0,3.0,3.0,3.0,1.0,5900.0
823.0,588.0,1.0,5.0,4.0,17.0,13500.0
140.0,64.0,3.0,3.0,4.0,0.0,1750.0
110.0,80.0,2.0,3.0,3.0,0.0,1880.0
140.0,125.0,2.0,3.0,3.0,0.0,2200.0
165.0,150.0,2.0,4.0,2.0,,2850.0
110.0,80.0,2.0,3.0,3.0,0.0,1880.0
140.0,125.0,2.0,3.0,3.0,0.0,2200.0
186.0,125.0,3.0,3.0,3.0,0.0,2500.0
340.0,250.0,2.0,3.0,4.0,,2550.0
150.0,125.0,2.0,3.0,3.0,0.0,2300.0
150.0,125.0,2.0,3.0,3.0,0.0,2300.0
85.0,60.0,2.0,3.0,3.0,0.0,1550.0
120.0,80.0,2.0,3.0,3.0,0.0,1850.0
150.0,125.0,2.0,3.0,3.0,0.0,2150.0
120.0,80.0,2.0,3.0,3.0,0.0,1850.0
150.0,125.0,2.0,3.0,3.0,0.0,2150.0
150.0,125.0,2.0,3.0,3.0,0.0,2300.0
150.0,125.0,2.0,3.0,3.0,0.0,2300.0
239.0,250.0,2.0,4.0,3.0,0.0,3200.0
149.0,125.0,2.0,3.0,3.0,0.0,1950.0
35.0,18.0,2.0,2.0,1.0,0.0,408.0
33.0,17.0,2.0,2.0,1.0,0.0,495.0
35.0,18.0,2.0,2.0,1.0,0.0,418.0
33.0,17.0,2.0,2.0,1.0,0.0,495.0
28.0,15.0,2.0,1.0,1.0,0.0,330.0
35.0,18.0,2.0,2.0,1.0,0.0,418.0
33.0,18.0,2.0,2.0,2.0,0.0,418.0
87.0,60.0,2.0,2.0,2.0,9.0,1400.0
120.0,120.0,2.0,3.0,3.0,,2900.0
250.0,180.0,2.0,4.0,3.0,,5400.0
120.0,120.0,2.0,3.0,3.0,,2900.0
250.0,180.0,2.0,4.0,3.0,,5400.0
156.0,128.0,2.0,3.0,4.0,,3200.0
100.0,90.0,2.0,3.0,2.0,,2200.0
400.0,200.0,2.0,4.0,3.0,4.0,5000.0
120.0,90.0,2.0,3.0,3.0,,2400.0
156.0,108.0,2.0,3.0,3.0,,3000.0
200.0,144.0,2.0,3.0,3.0,2.0,4300.0
120.0,90.0,2.0,2.0,3.0,,2700.0
110.0,90.0,2.0,3.0,3.0,5.0,2400.0
200.0,162.0,2.0,3.0,3.0,7.0,3950.0
147.0,144.0,2.0,4.0,3.0,6.0,3300.0
147.0,144.0,2.0,3.0,4.0,11.0,3300.0
211.0,200.0,2.0,3.0,2.0,,3100.0
76.0,48.0,2.0,2.0,2.0,,1180.0
110.0,114.0,2.0,3.0,2.0,,2350.0
150.0,210.0,1.0,5.0,3.0,,4900.0
241.0,216.0,2.0,4.0,3.0,3.0,3200.0
67.0,75.0,2.0,2.0,2.0,,1600.0
100.0,180.0,2.0,3.0,2.0,3.0,2450.0
115.0,180.0,1.0,3.0,3.0,,2520.0
88.0,77.0,3.0,3.0,2.0,0.0,1400.0
115.0,180.0,1.0,3.0,3.0,,2520.0
88.0,77.0,3.0,3.0,2.0,0.0,1400.0
115.0,180.0,1.0,3.0,3.0,,2520.0
85.0,105.0,2.0,3.0,2.0,3.0,2000.0
74.0,69.0,2.0,3.0,3.0,0.0,1550.0
112.0,112.0,1.0,3.0,3.0,,2600.0
60.0,85.0,2.0,2.0,2.0,,1700.0
90.0,75.0,2.0,3.0,2.0,0.0,1050.0
93.0,90.0,2.0,2.0,2.0,,2350.0
115.0,98.0,2.0,3.0,4.0,2.0,2540.0
105.0,105.0,2.0,3.0,2.0,5.0,2000.0
550.0,1287.0,1.0,4.0,3.0,32.0,23100.0
250.0,336.0,2.0,4.0,3.0,22.0,7390.0
220.0,110.0,3.0,3.0,3.0,1.0,4100.0
264.0,575.0,1.0,4.0,3.0,,8050.000000000001
264.0,575.0,1.0,4.0,3.0,,8050.000000000001
450.0,786.0,1.0,4.0,4.0,,21000.0
373.0,144.0,3.0,4.0,3.0,1.0,5900.0
200.0,150.0,2.0,4.0,2.0,5.0,2600.0
500.0,1300.0,2.0,7.0,5.0,23.0,24900.0
175.0,212.0,1.0,3.0,2.0,3.0,6250.0
700.0,900.0,2.0,21.0,21.0,,26000.0
600.0,915.0,2.0,20.0,20.0,,26000.0
600.0,1189.0,1.0,4.0,4.0,27.0,25000.0
500.0,465.0,2.0,5.0,4.0,9.0,18500.0
250.0,240.0,1.0,4.0,2.0,42.0,8500.0
1000.0,1479.0,1.0,4.0,5.0,10.0,106000.0
900.0,522.0,2.0,4.0,4.0,8.0,40000.0
350.0,597.0,1.0,5.0,2.0,22.0,32000.0
408.0,532.0,2.0,4.0,3.0,3.0,25000.0
1200.0,1305.0,2.0,6.0,7.0,10.0,175000.0
282.0,270.0,2.0,4.0,3.0,,2800.0
452.0,277.0,2.0,4.0,3.0,,10000.0
320.0,204.0,2.0,4.0,2.0,17.0,6600.0
400.0,452.0,3.0,4.0,5.0,16.0,35000.0
350.0,285.0,2.0,6.0,3.0,20.0,17000.0
350.0,285.0,2.0,6.0,3.0,12.0,17000.0
180.0,200.0,1.0,3.0,2.0,22.0,9750.0
350.0,725.0,1.0,4.0,4.0,,17500.0
350.0,392.0,2.0,4.0,3.0,,13500.0
250.0,350.0,2.0,3.0,3.0,,15000.0
250.0,320.0,2.0,4.0,4.0,8.0,7800.0
620.0,500.0,3.0,12.0,7.0,,15000.0
255.0,163.0,2.0,5.0,5.0,3.0,5200.0
1500.0,2050.0,2.0,12.0,12.0,12.0,55000.0
352.0,855.0,1.0,5.0,3.0,,25000.0
1100.0,973.0,2.0,4.0,4.0,,23000.0
1200.0,886.0,3.0,5.0,5.0,,35000.0
400.0,348.0,2.0,3.0,3.0,3.0,16000.0
550.0,230.0,3.0,5.0,5.0,0.0,10500.0
350.0,506.0,2.0,4.0,4.0,0.0,13000.0
500.0,1197.0,1.0,4.0,3.0,,20900.0
350.0,404.0,2.0,3.0,3.0,20.0,14300.0
400.0,1080.0,1.0,4.0,3.0,34.0,13500.0
550.0,460.0,2.0,4.0,3.0,,13000.0
250.0,320.0,,4.0,4.0,8.0,8300.000000000002
250.0,200.0,2.0,4.0,3.0,,6800.0
200.0,552.0,1.0,4.0,3.0,,9500.0
360.0,207.0,2.0,4.0,4.0,,8700.0
600.0,315.0,3.0,3.0,3.0,5.0,9900.0
938.0,1592.0,2.0,4.0,2.0,7.0,40000.0
950.0,738.0,2.0,4.0,4.0,40.0,19900.0
500.0,980.0,1.0,3.0,3.0,,25000.0
550.0,1050.0,1.0,5.0,4.0,32.0,17500.0
300.0,251.0,2.0,4.0,4.0,7.0,8650.0
700.0,1100.0,2.0,4.0,3.0,10.0,34000.0
500.0,260.0,3.0,4.0,4.0,0.0,14000.0
600.0,1000.0,1.0,4.0,4.0,,35000.0
800.0,1270.0,2.0,5.0,5.0,12.0,27000.0
350.0,700.0,2.0,4.0,4.0,,17000.0
500.0,1080.0,2.0,6.0,4.0,,21000.0
405.0,662.0,2.0,4.0,4.0,,19700.0
500.0,980.0,1.0,3.0,3.0,,25000.0
450.0,260.0,3.0,4.0,5.0,,14000.0
280.0,240.0,2.0,3.0,3.0,,3200.0
200.0,150.0,2.0,4.0,3.0,,2520.0
325.0,600.0,1.0,6.0,3.0,27.0,14000.0
43.0,23.0,2.0,2.0,2.0,0.0,506.0
68.0,36.0,3.0,3.0,2.0,0.0,1470.0
250.0,163.0,3.0,3.0,3.0,5.0,3800.0
64.0,36.0,2.0,3.0,2.0,,1300.0
43.0,23.0,2.0,2.0,2.0,0.0,506.0
68.0,36.0,3.0,3.0,2.0,0.0,1470.0
69.0,36.0,2.0,2.0,2.0,0.0,1480.0
425.0,300.0,2.0,5.0,5.0,12.0,7000.0
1200.0,1010.0,2.0,4.0,4.0,22.0,24000.0
1200.0,1010.0,2.0,4.0,4.0,22.0,24000.0
600.0,560.0,2.0,5.0,4.0,17.0,17500.0
550.0,280.0,2.0,4.0,4.0,12.0,8900.0
640.0,464.0,2.0,4.0,4.0,,13900.0
340.0,740.0,1.0,4.0,4.0,21.0,15500.0
340.0,740.0,1.0,4.0,4.0,21.0,15500.0
345.0,260.0,1.0,4.0,4.0,,10500.0
500.0,632.0,1.0,4.0,4.0,10.0,16000.0
1440.0,3475.0,1.0,12.0,12.0,14.0,45100.0
500.0,997.0,1.0,4.0,4.0,7.0,16000.0
1440.0,3475.0,1.0,12.0,12.0,14.0,45100.0
600.0,928.0,2.0,5.0,5.0,,13000.0
500.0,732.0,2.0,4.0,4.0,,16000.0
600.0,928.0,2.0,5.0,5.0,7.0,13000.0
500.0,732.0,2.0,4.0,2.0,0.0,16000.0
200.0,144.0,2.0,3.0,3.0,9.0,4800.0
645.0,265.0,3.0,7.0,4.0,,7100.0
300.0,144.0,3.0,4.0,3.0,7.0,6200.0
450.0,230.0,3.0,4.0,3.0,4.0,13500.0
220.0,144.0,2.0,3.0,3.0,,4900.0
250.0,180.0,3.0,5.0,3.0,,7190.0
400.0,144.0,3.0,4.0,3.0,7.0,6500.0
200.0,136.0,2.0,4.0,3.0,,3990.0
450.0,230.0,3.0,4.0,3.0,4.0,13500.0
240.0,160.0,2.0,4.0,3.0,8.0,5100.0
400.0,144.0,3.0,4.0,3.0,7.0,6500.0
200.0,150.0,2.0,3.0,3.0,,5200.0
250.0,144.0,2.0,3.0,2.0,8.0,4900.0
450.0,300.0,2.0,3.0,3.0,2.0,16500.0
700.0,200.0,3.0,4.0,3.0,4.0,12500.0
350.0,180.0,3.0,4.0,3.0,5.0,7200.0
200.0,200.0,2.0,4.0,2.0,0.0,4600.0
300.0,144.0,3.0,5.0,4.0,10.0,4850.0
300.0,200.0,2.0,4.0,4.0,,5200.0
200.0,136.0,1.0,3.0,3.0,,3990.0
350.0,120.0,4.0,4.0,3.0,1.0,6000.0
370.0,250.0,3.0,4.0,3.0,12.0,8000.0
250.0,144.0,2.0,4.0,3.0,9.0,5000.0
500.0,144.0,4.0,4.0,4.0,5.0,6500.0
300.0,144.0,3.0,4.0,4.0,,4850.0
180.0,136.0,2.0,4.0,3.0,7.0,3990.0
250.0,144.0,2.0,5.0,3.0,12.0,4500.0
71.0,52.0,1.0,3.0,3.0,0.0,800.0
62.0,33.0,2.0,2.0,2.0,0.0,1150.0
62.0,33.0,2.0,2.0,3.0,0.0,1150.0
71.0,40.0,2.0,2.0,2.0,0.0,1500.0
700.0,345.0,4.0,9.0,,,10000.0
1200.0,560.0,1.0,4.0,4.0,,22500.0
1200.0,550.0,3.0,4.0,4.0,1.0,22500.0
1200.0,560.0,1.0,4.0,4.0,,22500.0
1030.0,700.0,2.0,4.0,3.0,,21000.0
5000.0,2700.0,3.0,7.0,8.0,13.0,108000.0
3000.0,752.0,4.0,5.0,4.0,6.0,55000.0
108.0,90.0,2.0,3.0,2.0,9.0,2400.0
108.0,90.0,2.0,3.0,2.0,9.0,2400.0
250.0,150.0,3.0,4.0,4.0,,4700.0
200.0,120.0,2.0,4.0,4.0,8.0,3390.0
280.0,150.0,2.0,4.0,3.0,7.0,4700.0
160.0,120.0,2.0,3.0,2.0,7.0,3500.0
200.0,120.0,2.0,4.0,3.0,7.0,3350.0
208.0,144.0,2.0,4.0,3.0,,3800.0
100.0,33.0,3.0,3.0,3.0,,1270.0
120.0,55.0,2.0,3.0,2.0,,1450.0
105.0,56.0,2.0,2.0,2.0,,1800.0
240.0,120.0,2.0,4.0,4.0,1.0,4500.0
500.0,425.0,2.0,4.0,3.0,,15000.0
1000.0,747.0,3.0,6.0,7.0,7.0,26000.0
526.0,652.0,2.0,7.0,4.0,,15900.0
410.0,425.0,1.0,4.0,3.0,,15000.0
250.0,144.0,2.0,4.0,3.0,7.0,5500.0
1500.0,950.0,3.0,4.0,4.0,,110000.0
800.0,660.0,2.0,4.0,4.0,12.0,50000.0
800.0,1225.0,2.0,6.0,6.0,,100000.0
1200.0,474.0,3.0,4.0,5.0,1.0,69000.0
1200.0,475.0,3.0,4.0,4.0,1.0,69000.0
470.0,519.0,2.0,5.0,4.0,27.0,43000.0
500.0,909.0,1.0,3.0,3.0,24.0,54500.0
548.0,733.0,2.0,7.0,8.0,7.0,45000.0
548.0,733.0,2.0,7.0,8.0,11.0,45000.0
135.0,100.0,2.0,3.0,3.0,0.0,2600.0
200.0,135.0,3.0,3.0,2.0,22.0,3300.0
135.0,90.0,2.0,4.0,4.0,1.0,2500.0
57.0,37.0,2.0,3.0,3.0,0.0,709.0
135.0,100.0,2.0,3.0,3.0,0.0,2600.0
57.0,37.0,2.0,3.0,3.0,0.0,709.0
88.0,132.0,2.0,3.0,2.0,0.0,2100.0
130.0,100.0,2.0,3.0,3.0,0.0,2600.0
87.0,56.0,2.0,3.0,3.0,0.0,2000.0
69.0,35.0,2.0,2.0,2.0,0.0,1080.0
230.0,179.0,2.0,4.0,3.0,29.0,3000.0
66.0,36.0,3.0,3.0,3.0,0.0,1270.0
180.0,210.0,1.0,3.0,3.0,22.0,3100.0
1000.0,386.0,3.0,4.0,3.0,,19000.0
1000.0,386.0,3.0,4.0,3.0,,19000.0
240.0,180.0,2.0,4.0,3.0,3.0,5900.0
717.0,405.0,4.0,,,7.0,7500.0
804.0,507.0,2.0,4.0,4.0,,19800.0
168.0,120.0,2.0,3.0,3.0,,7000.0
42.0,21.0,2.0,2.0,2.0,0.0,440.0
625.0,513.0,3.0,5.0,4.0,10.0,18000.0
800.0,513.0,3.0,4.0,4.0,,19000.0
1000.0,450.0,3.0,6.0,5.0,18.0,28000.0
1000.0,400.0,3.0,4.0,3.0,7.0,19000.0
750.0,390.0,2.0,4.0,3.0,10.0,11000.0
225.0,220.0,2.0,3.0,2.0,22.0,5600.0
60.0,36.0,2.0,2.0,2.0,0.0,640.0
90.0,58.0,2.0,2.0,3.0,0.0,2090.0
71.0,36.0,2.0,3.0,3.0,0.0,1140.0
90.0,76.0,2.0,3.0,3.0,0.0,2090.0
90.0,44.0,2.0,2.0,2.0,0.0,935.0
175.0,300.0,2.0,4.0,4.0,,7800.0
71.0,36.0,2.0,2.0,2.0,0.0,1140.0
180.0,153.0,2.0,5.0,4.0,1.0,4550.0
300.0,160.0,2.0,5.0,3.0,46.0,1880.0
355.0,140.0,3.0,4.0,3.0,0.0,5000.0
337.0,173.0,1.0,4.0,3.0,2.0,5200.0
337.0,173.0,1.0,4.0,3.0,2.0,5200.0
337.0,171.0,3.0,4.0,3.0,1.0,5000.0
264.0,504.0,2.0,4.0,3.0,,13700.0
68.0,37.0,2.0,3.0,3.0,0.0,780.0
68.0,37.0,2.0,3.0,3.0,0.0,780.0
63.0,39.0,2.0,3.0,3.0,0.0,858.0
68.0,37.0,2.0,3.0,3.0,0.0,780.0
87.0,56.0,2.0,3.0,3.0,,1900.0
56.0,39.0,1.0,2.0,2.0,,1100.0
63.0,39.0,2.0,3.0,3.0,0.0,858.0
63.0,32.0,2.0,2.0,2.0,0.0,783.0
63.0,39.0,2.0,2.0,2.0,0.0,859.0
625.0,400.0,2.0,4.0,4.0,,10000.0
37.0,19.0,2.0,2.0,2.0,0.0,443.0
60.0,33.0,2.0,2.0,2.0,0.0,780.0
854.0,850.0,2.0,6.0,5.0,15.0,21900.0
2191.0,4260.0,2.0,6.0,7.0,,250000.0
330.0,247.0,3.0,4.0,3.0,,9500.0
300.0,250.0,2.0,5.0,3.0,27.0,10700.0
288.0,120.0,3.0,3.0,2.0,22.0,4650.0
2417.0,517.0,5.0,50.0,50.0,,30000.0
550.0,425.0,2.0,5.0,4.0,22.0,22000.0
480.0,480.0,2.0,4.0,3.0,12.0,16000.0
400.0,307.0,2.0,4.0,4.0,,12000.0
400.0,200.0,3.0,4.0,4.0,2.0,14000.0
850.0,1900.0,1.0,5.0,6.0,,150000.0
400.0,199.0,3.0,4.0,3.0,4.0,14000.0
42.0,22.0,2.0,2.0,2.0,0.0,562.0
42.0,22.0,2.0,2.0,2.0,0.0,528.0
42.0,22.0,2.0,2.0,2.0,0.0,562.0
42.0,22.0,2.0,2.0,2.0,0.0,528.0
42.0,22.0,2.0,2.0,2.0,0.0,562.0
67.0,34.0,2.0,3.0,3.0,0.0,921.0
62.0,32.0,2.0,2.0,2.0,,869.0
67.0,34.0,2.0,3.0,2.0,0.0,998.0
67.0,34.0,2.0,2.0,2.0,0.0,920.0
120.0,97.0,2.0,3.0,2.0,,2340.0
66.0,34.0,2.0,2.0,2.0,0.0,895.0
450.0,300.0,2.0,4.0,3.0,,9000.0
346.0,300.0,2.0,4.0,4.0,24.0,8500.0
225.0,190.0,3.0,3.0,3.0,7.0,5700.0
68.0,33.0,2.0,2.0,2.0,0.0,782.0
68.0,33.0,2.0,2.0,2.0,0.0,782.0
90.0,44.0,2.0,2.0,2.0,0.0,1000.0
160.0,108.0,2.0,4.0,2.0,4.0,2200.0
115.0,180.0,1.0,3.0,3.0,,2520.0
800.0,457.0,2.0,8.0,6.0,17.0,8000.0
92.0,98.0,2.0,3.0,3.0,2.0,2000.0
92.0,98.0,2.0,3.0,3.0,2.0,2000.0
500.0,200.0,3.0,4.0,4.0,0.0,25000.0
500.0,200.0,3.0,4.0,4.0,0.0,25000.0
500.0,200.0,3.0,4.0,4.0,0.0,25000.0
1500.0,1305.0,2.0,5.0,5.0,10.0,175000.0
900.0,552.0,2.0,4.0,3.0,7.0,40000.0
56.0,32.0,2.0,2.0,1.0,0.0,764.0
37.0,25.0,2.0,2.0,2.0,1.0,485.0
56.0,32.0,2.0,2.0,1.0,0.0,764.0
37.0,25.0,2.0,2.0,2.0,1.0,485.0
56.0,30.0,2.0,2.0,2.0,0.0,762.0
56.0,30.0,2.0,2.0,2.0,0.0,762.0
38.0,16.0,2.0,2.0,1.0,0.0,389.0
60.0,30.0,2.0,2.0,2.0,1.0,625.0
40.0,22.0,2.0,2.0,2.0,0.0,477.0
40.0,22.0,2.0,2.0,2.0,,477.0
40.0,22.0,2.0,2.0,2.0,0.0,477.0
40.0,22.0,2.0,2.0,2.0,0.0,477.0
44.0,31.0,2.0,2.0,2.0,0.0,599.0
42.0,27.0,2.0,2.0,2.0,0.0,534.0
43.0,23.0,2.0,2.0,2.0,0.0,500.0
42.0,27.0,2.0,2.0,2.0,0.0,444.0
353.0,517.0,1.0,4.0,2.0,,50000.0
606.0,247.0,3.0,4.0,4.0,0.0,11200.0
172.0,122.0,2.0,4.0,4.0,4.0,3000.0
325.0,300.0,2.0,4.0,2.0,9.0,4800.0
150.0,67.0,3.0,3.0,3.0,0.0,1900.0
550.0,477.0,2.0,6.0,6.0,,12000.0
186.0,152.0,2.0,4.0,3.0,1.0,4190.000000000001
186.0,152.0,2.0,4.0,3.0,0.0,4190.000000000001
186.0,162.0,2.0,4.0,3.0,,4400.0
220.0,169.0,2.0,4.0,2.0,20.0,2400.0
